BENEFICIARIO,TIPO DE OPERACION,GASTO PUBLICO
CAJA RURAL SAN JOSE DE ALCORA SCOOPDE CTOV,Mejorar la empleabilidad de las personas desempleadas,476.92
CAJA RURAL SAN VICENTE FERRER DE VALL DE UXO SCOOP DE,Mejorar la empleabilidad de las personas desempleadas,375.57
CAJA Y DISENO SL,Mejorar la empleabilidad de las personas desempleadas,1724.72
CAJAMAR GESTION SGIIC SA,Mejorar la empleabilidad de las personas desempleadas,283.32
CAJAMIR SL,Mejorar la empleabilidad de las personas desempleadas,1610.89
CAJAS ESTRUCTURADAS SL,Mejorar la empleabilidad de las personas desempleadas,1610
CAJAS FUERTES LOPEZ HERMANOS SL,Mejorar la empleabilidad de las personas desempleadas,1023.31
CAJAS SEGURIDAD MALLORCA SA,Mejorar la empleabilidad de las personas desempleadas,68.44
CAJASTUR GESTION SOCIEDAD GESTORA DE INSTITUCIONES DE I,Mejorar la empleabilidad de las personas desempleadas,1453.28
CAJEBEL SL,Mejorar la empleabilidad de las personas desempleadas,667.52
CAJON DE SASTRE SL,Mejorar la empleabilidad de las personas desempleadas,1034.1
CAJONERAS CRONO SA,Mejorar la empleabilidad de las personas desempleadas,467.46
CAJOPI SA,Mejorar la empleabilidad de las personas desempleadas,148.88
CAJS BUS SL,Mejorar la empleabilidad de las personas desempleadas,3084.83
CAJUCALA 03. SL,Mejorar la empleabilidad de las personas desempleadas,1296.67
CAJUPI MANCHA SL,Mejorar la empleabilidad de las personas desempleadas,2173.63
CAJUSA DE INVERSIONES SA,Mejorar la empleabilidad de las personas desempleadas,53.12
CAL ALTAFULLA SL,Mejorar la empleabilidad de las personas desempleadas,343.56
CAL CLAVERIA SL,Mejorar la empleabilidad de las personas desempleadas,29.97
CAL ENRIC SA,Mejorar la empleabilidad de las personas desempleadas,5776.95
CAL ESPINAL D AGUILAR. SL,Mejorar la empleabilidad de las personas desempleadas,536.13
CAL FEDERAL. SL,Mejorar la empleabilidad de las personas desempleadas,121.59
CAL GUARDIOLA. SL,Mejorar la empleabilidad de las personas desempleadas,920.79
CAL HIDRAULICA IBERCAL. SL,Mejorar la empleabilidad de las personas desempleadas,864.45
CAL LLUIS 1887; SL,Mejorar la empleabilidad de las personas desempleadas,345.09
CAL MARSAL DE POLINYA SL,Mejorar la empleabilidad de las personas desempleadas,292.7
CAL MARTI SA,Mejorar la empleabilidad de las personas desempleadas,1596.57
CAL MATIES. SL,Mejorar la empleabilidad de las personas desempleadas,576.08
CAL MINGO FLEQUERS I PASTISSERS SL,Mejorar la empleabilidad de las personas desempleadas,2379.99
CAL MIXELA. SL,Mejorar la empleabilidad de las personas desempleadas,5100.09
CAL MOLI. SL,Mejorar la empleabilidad de las personas desempleadas,160.01
CAL NAISE. SL,Mejorar la empleabilidad de las personas desempleadas,599.65
CAL NARE. SL,Mejorar la empleabilidad de las personas desempleadas,1773.06
CAL NOIO SL,Mejorar la empleabilidad de las personas desempleadas,989.91
CAL PARENT. SL,Mejorar la empleabilidad de las personas desempleadas,1589.91
CAL PEP 2007. SL,Mejorar la empleabilidad de las personas desempleadas,1352.35
CAL PEYU. SA,Mejorar la empleabilidad de las personas desempleadas,1060.06
CAL PINXO SITGES. SL,Mejorar la empleabilidad de las personas desempleadas,989.26
CAL PRA 3003 SL,Mejorar la empleabilidad de las personas desempleadas,295.13
CAL RAFILAT.SL,Mejorar la empleabilidad de las personas desempleadas,400
CAL REI SA,Mejorar la empleabilidad de las personas desempleadas,2814.68
CAL ROTES.SL,Mejorar la empleabilidad de las personas desempleadas,1404.44
CAL SABONE.SL,Mejorar la empleabilidad de las personas desempleadas,1266.73
CAL SALVADOR. SL,Mejorar la empleabilidad de las personas desempleadas,1936.8
CAL SEDASSER. SL,Mejorar la empleabilidad de las personas desempleadas,586.58
CAL SENYORET,Mejorar la empleabilidad de las personas desempleadas,1900
CAL SILVESTRE SL,Mejorar la empleabilidad de las personas desempleadas,66.08
CAL TEMI SL,Mejorar la empleabilidad de las personas desempleadas,345
CAL TITARRO. SCP,Mejorar la empleabilidad de las personas desempleadas,1027.04
CAL URIACH. SL,Mejorar la empleabilidad de las personas desempleadas,2697.99
CAL URRELI. SL,Mejorar la empleabilidad de las personas desempleadas,1121.43
CAL XAPARRO.SL,Mejorar la empleabilidad de las personas desempleadas,982.08
CAL XEREC. SAT,Mejorar la empleabilidad de las personas desempleadas,859.94
CAL Y GAS SL,Mejorar la empleabilidad de las personas desempleadas,5664.02
CALA AZUL SL,Mejorar la empleabilidad de las personas desempleadas,460.35
CALA BRUNIQUER.SL,Mejorar la empleabilidad de las personas desempleadas,553.18
CALA CRANCS IMMOBLES. SL,Mejorar la empleabilidad de las personas desempleadas,1873.34
CALA INSTALACIONES. SL,Mejorar la empleabilidad de las personas desempleadas,196.57
