BENEFICIARIO,TIPO DE OPERACION,GASTO PUBLICO
MONASTIL 2002 SL,Mejorar la empleabilidad de las personas desempleadas,496.57
"MONASTRELL ALICANTE 2007, S.L.",Mejorar la empleabilidad de las personas desempleadas,1060.57
"MONAZAR STAR, SL",Mejorar la empleabilidad de las personas desempleadas,620.92
MONBAT ASEGURADORA S.L.,Mejorar la empleabilidad de las personas desempleadas,972.09
MONBEL SL,Mejorar la empleabilidad de las personas desempleadas,283.25
MON-BLANC ENCUADERNACIONES SL,Mejorar la empleabilidad de las personas desempleadas,245.53
"MONBLAS, SL",Mejorar la empleabilidad de las personas desempleadas,1023.33
MONCA TALLERES DE REPARACION SL,Mejorar la empleabilidad de las personas desempleadas,122.17
MONCADA 7 ASESORES SL,Mejorar la empleabilidad de las personas desempleadas,775.55
MONCADA GARCIA SL,Mejorar la empleabilidad de las personas desempleadas,672.98
MONCADA Y LORENZO SA,Mejorar la empleabilidad de las personas desempleadas,835.14
"MONCAL AUTOMOVILES, SL",Mejorar la empleabilidad de las personas desempleadas,500
"MONCAR MONTAJES NAVALES CABRAL, S.COOP.GALLEGA",Mejorar la empleabilidad de las personas desempleadas,2947.44
MONCASAN SL,Mejorar la empleabilidad de las personas desempleadas,1213.58
MONCASOL RESIDENCIA S.L.,Mejorar la empleabilidad de las personas desempleadas,2196.54
MONCATOUR SL,Mejorar la empleabilidad de las personas desempleadas,1059.94
MONCAVI SL,Mejorar la empleabilidad de las personas desempleadas,286.58
"MONCAYO BUS, S.L.",Mejorar la empleabilidad de las personas desempleadas,253.18
"MONCECA, SL",Mejorar la empleabilidad de las personas desempleadas,526.46
"MONCHEBER CORPORACION, S.A.",Mejorar la empleabilidad de las personas desempleadas,1906.86
"MONCHELES, SA",Mejorar la empleabilidad de las personas desempleadas,24.42
MONCHO-MUNOZ-RAMON ADVOCATS CB,Mejorar la empleabilidad de las personas desempleadas,347.5
"MONCHONS HOUSE, SL",Mejorar la empleabilidad de las personas desempleadas,743.33
MONCINA S.L.,Promocion del espiritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia,6110.34
MONCLOA DE SAN LAZARO SL,Mejorar la empleabilidad de las personas desempleadas,9.44
MONCOTUR SA,Mejorar la empleabilidad de las personas desempleadas,1900
"MOND OBERT, S.L.",Mejorar la empleabilidad de las personas desempleadas,2249.95
MONDALON REFORMAS S.L.,Mejorar la empleabilidad de las personas desempleadas,4222.22
"MONDAY ADVERTISING, S.L.",Mejorar la empleabilidad de las personas desempleadas,2002.06
"MONDAY TRANSLATIONS,S.L.",Mejorar la empleabilidad de las personas desempleadas,1062.45
MONDECAB SL,Mejorar la empleabilidad de las personas desempleadas,3101.75
MONDEJAR Y ESTEVE SL,Mejorar la empleabilidad de las personas desempleadas,765.86
MONDELNORT CB,Mejorar la empleabilidad de las personas desempleadas,237.28
MONDESGAR SL,Mejorar la empleabilidad de las personas desempleadas,1345.77
"MONDESUCH CONSTRUCCIONES, S.L.",Mejorar la empleabilidad de las personas desempleadas,40.71
"MONDETU, S.L.",Mejorar la empleabilidad de las personas desempleadas,1269.93
"MONDEVERO, S.L.",Mejorar la empleabilidad de las personas desempleadas,79.92
MONDI MUEBLES CANARIAS SL,Mejorar la empleabilidad de las personas desempleadas,100
"MONDI PACKAGING IBNRICA ,S.L.",Mejorar la empleabilidad de las personas desempleadas,2533.46
MONDIAL ASSISTANCE SEGUROS Y REASEGUR. S.A. UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,3562.09
MONDIAL COLOURS SL,Mejorar la empleabilidad de las personas desempleadas,646.85
MONDIAL INDUSTRIAL Y MARKETING SL,Mejorar la empleabilidad de las personas desempleadas,1695.35
MONDIAL INFISSI IBERICA SL,Mejorar la empleabilidad de las personas desempleadas,768.92
"MONDIALTEX BCN, SL",Mejorar la empleabilidad de las personas desempleadas,424.98
MONDICOR SL,Mejorar la empleabilidad de las personas desempleadas,3113.22
MONDIMA SL,Mejorar la empleabilidad de las personas desempleadas,653.37
"MON-DIRECT MARKET, SL",Mejorar la empleabilidad de las personas desempleadas,866.71
"MONDITEVER, SL",Mejorar la empleabilidad de las personas desempleadas,637.47
MONDO IBERICA SA,Mejorar la empleabilidad de las personas desempleadas,3749.06
MONEGAS SA,Mejorar la empleabilidad de las personas desempleadas,239.97
MONEGROS AVENTURA SPORT SL,Mejorar la empleabilidad de las personas desempleadas,1818.65
MONEGROS HOTEL 4 HERMANOS SL,Mejorar la empleabilidad de las personas desempleadas,1194.64
"MONEL SIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,720.09
MONELEG SL,Mejorar la empleabilidad de las personas desempleadas,1200.06
MONELGRAC SA,Mejorar la empleabilidad de las personas desempleadas,1100
MONELJA SL,Mejorar la empleabilidad de las personas desempleadas,16395.71
"MONER CONSULTING, SL",Mejorar la empleabilidad de las personas desempleadas,8941.36
"MONER HIPOTEC, SL",Mejorar la empleabilidad de las personas desempleadas,3412.47
"MONERACOR VALLES, S.L.",Mejorar la empleabilidad de las personas desempleadas,1800
MONEREO MEYER MARINEL LO ABOGADOS SL,Mejorar la empleabilidad de las personas desempleadas,900.8
MONEREO Y ASOCIADOS S C,Mejorar la empleabilidad de las personas desempleadas,19.47
"MONES ZARAGOZA,S.L.",Mejorar la empleabilidad de las personas desempleadas,66.67
"MONESTIR SB-XXI, S.L.",Mejorar la empleabilidad de las personas desempleadas,6709.49
MONEY CONTROL CONSULTING SL,Mejorar la empleabilidad de las personas desempleadas,1009.28
MONEY EXPRESS TRANSFER SA,Mejorar la empleabilidad de las personas desempleadas,1900
"MONEYMORE, S.L.",Mejorar la empleabilidad de las personas desempleadas,201.84
"MONFER GESTION INMOBILIARIA, SL",Mejorar la empleabilidad de las personas desempleadas,972.71
MONFER INDUSTRIAS PLASTICAS SA,Mejorar la empleabilidad de las personas desempleadas,533.3
"MONFETRI J.T.,S.L.U.",Mejorar la empleabilidad de las personas desempleadas,1222.26
MONFO SL,Mejorar la empleabilidad de las personas desempleadas,2825
"MONFOBUS, SL",Mejorar la empleabilidad de las personas desempleadas,2739.04
MONFOCAL SL EN CONSTITUCION,Mejorar la empleabilidad de las personas desempleadas,1204.11
"MONFORANT, S.L.",Mejorar la empleabilidad de las personas desempleadas,1503.33
"MONFORMAR CONSULT, S.L.",Mejorar la empleabilidad de las personas desempleadas,646.88
"MONFORT DELGADO, SL",Mejorar la empleabilidad de las personas desempleadas,1900
MONFORT LOGISTICA SL,Mejorar la empleabilidad de las personas desempleadas,1346.73
MONFORT Y BONELL ABOGADOS SL,Mejorar la empleabilidad de las personas desempleadas,200
"MONFORTE & PUEYO ARQUITECTES ASSOCIATS, SL",Mejorar la empleabilidad de las personas desempleadas,951.47
"MONFORTE Y PAVIA, SL",Mejorar la empleabilidad de las personas desempleadas,7093.24
"MONFRAGNE LA SERENA, S.L.",Mejorar la empleabilidad de las personas desempleadas,443.86
"MONFRAN HOSTELEROS, SL",Mejorar la empleabilidad de las personas desempleadas,2491.52
MONFRI SL,Mejorar la empleabilidad de las personas desempleadas,664.41
MONGAPI SL,Mejorar la empleabilidad de las personas desempleadas,174.14
"MONGAR DIST.2008, S.L.",Mejorar la empleabilidad de las personas desempleadas,875.42
"MONGAY ASSOCIATS, SL",Mejorar la empleabilidad de las personas desempleadas,1126.17
MONGAY SA,Mejorar la empleabilidad de las personas desempleadas,1522.27
MONGE ESPINEIRA SL,Mejorar la empleabilidad de las personas desempleadas,1683.25
"MONGE MOTOR, S COOP C LTDA",Mejorar la empleabilidad de las personas desempleadas,204.44
"MONGE-ISIDRO, CB",Mejorar la empleabilidad de las personas desempleadas,1266.72
MONGELAN SL,Mejorar la empleabilidad de las personas desempleadas,946.75
MONGOMAR SL,Mejorar la empleabilidad de las personas desempleadas,1900
"MONGRA 2005,S.L.",Mejorar la empleabilidad de las personas desempleadas,200.01
"MONGRAF ARTES GRAFICAS, SL",Mejorar la empleabilidad de las personas desempleadas,2522.23
"MONGRAFIC DESING LAB,SRLL",Mejorar la empleabilidad de las personas desempleadas,1297.84
MONICA CASASECA SLL,Mejorar la empleabilidad de las personas desempleadas,1830.74
MONICA GARDEN S.L.U.,Mejorar la empleabilidad de las personas desempleadas,184.11
"MONICA PALOMAR, SL",Mejorar la empleabilidad de las personas desempleadas,1462.41
MONICA PAZOS Y CLAUDIA MIHAELA TODEREAN C.B.,Mejorar la empleabilidad de las personas desempleadas,679.92
MONICADENT 1 SL,Mejorar la empleabilidad de las personas desempleadas,63.72
"MONICAR 2006, C.B.",Mejorar la empleabilidad de las personas desempleadas,860.25
MONICO GOURMET SL,Mejorar la empleabilidad de las personas desempleadas,5351.73
"MONIR FAWZY,SCP",Mejorar la empleabilidad de las personas desempleadas,89.71
"MONITOR ELECTRONICA, SL",Mejorar la empleabilidad de las personas desempleadas,1422.5
MONITOR INFORMATICA SOFTWARE SL,Mejorar la empleabilidad de las personas desempleadas,3317.12
"MONJIAUTO, S.L.U.",Mejorar la empleabilidad de las personas desempleadas,1384.46
"MONJOR GIMFOOD, SL EN CONST",Mejorar la empleabilidad de las personas desempleadas,1196.57
"MONKEY FILMS, SL",Mejorar la empleabilidad de las personas desempleadas,1185.2
MONKEY NETWORKS SL,Mejorar la empleabilidad de las personas desempleadas,210.13
MONKEY SCHOOL S.L.,Mejorar la empleabilidad de las personas desempleadas,1340.96
MONKEY SERVICIOS Y ESPECTACULOS SL,Mejorar la empleabilidad de las personas desempleadas,192.44
"MONKEY VITORIA,S.L.",Mejorar la empleabilidad de las personas desempleadas,388.42
"MONKEYBONE, S.L.",Mejorar la empleabilidad de las personas desempleadas,1477.95
"MONLEGAL ABOGADOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,123.95
MONLERAS TRANSPORTES SL,Mejorar la empleabilidad de las personas desempleadas,696.67
MONLLAU HERMANOS SL,Mejorar la empleabilidad de las personas desempleadas,716.65
"MONLLOR PROYECTOS Y TRABAJOS FORESTALES, S.L.",Mejorar la empleabilidad de las personas desempleadas,1828.67
"MONLLUBA, SL",Mejorar la empleabilidad de las personas desempleadas,394.85
MONMAU SL,Mejorar la empleabilidad de las personas desempleadas,335.21
"MONMOTOR, SL",Mejorar la empleabilidad de las personas desempleadas,1056.61
MONNABER NOU SA,Mejorar la empleabilidad de las personas desempleadas,7013.12
"MONOCAPA PLUS, S.L.",Mejorar la empleabilidad de las personas desempleadas,7415.13
MONODEMOTO SL,Mejorar la empleabilidad de las personas desempleadas,1133.39
MONOLITE FOODS SL,Mejorar la empleabilidad de las personas desempleadas,9321.31
"MONONOKE, S.L.",Mejorar la empleabilidad de las personas desempleadas,279.92
MONOPLAZA SL,Mejorar la empleabilidad de las personas desempleadas,127.49
"MONOS SOUND, S.L.",Mejorar la empleabilidad de las personas desempleadas,495.81
"MONOVOLUMEN BILBAO, S.L.",Mejorar la empleabilidad de las personas desempleadas,1345.77
"MONPAL AZUL, COM.B.",Mejorar la empleabilidad de las personas desempleadas,1407.13
"MONPAPER, SL",Mejorar la empleabilidad de las personas desempleadas,1900
"MONPEDALADA, S.L.",Mejorar la empleabilidad de las personas desempleadas,300.06
MONPRINT SL,Mejorar la empleabilidad de las personas desempleadas,29227.55
MONRABAL CHIRIVELLA SL,Mejorar la empleabilidad de las personas desempleadas,4355.39
MONRABAL MATEO S.L.,Mejorar la empleabilidad de las personas desempleadas,1009.28
MONRABAL SL,Mejorar la empleabilidad de las personas desempleadas,690.42
MONRACEL COM.B,Mejorar la empleabilidad de las personas desempleadas,2325.96
"MONRACEL MORRAZO, SL",Mejorar la empleabilidad de las personas desempleadas,121.86
MONRALIMA SL,Mejorar la empleabilidad de las personas desempleadas,1900
MONRAPIEL S.L.,Mejorar la empleabilidad de las personas desempleadas,5230.24
"MONREAL & ARTLOFT,S.L.",Mejorar la empleabilidad de las personas desempleadas,637.44
MONREAL ESTUDIO DE ARQUITECTURA Y URBANISMO S.L.U.,Mejorar la empleabilidad de las personas desempleadas,539.96
"MONREAL GARRIDO CONSULTORES, S.L.",Mejorar la empleabilidad de las personas desempleadas,887.72
"MONROYO INDUSTRIAL, SL",Mejorar la empleabilidad de las personas desempleadas,1900
MONRRATI 2002 SL,Mejorar la empleabilidad de las personas desempleadas,50
"MONS ESPAI DE CREACIO, SL",Mejorar la empleabilidad de las personas desempleadas,1274.94
MONS SL,Mejorar la empleabilidad de las personas desempleadas,2095.63
MONSALEC SL,Mejorar la empleabilidad de las personas desempleadas,1782.12
MONSALVE GORGONO CARREIRA SL,Mejorar la empleabilidad de las personas desempleadas,1338.69
MONSALVE Y ESTEBAN S.L.,Mejorar la empleabilidad de las personas desempleadas,70.04
"MONSARAZ, C.B.",Mejorar la empleabilidad de las personas desempleadas,120.36
MONSECARN SL,Mejorar la empleabilidad de las personas desempleadas,1893.33
MONSELLS SL,Mejorar la empleabilidad de las personas desempleadas,459.94
MONSERRAT BUGADERIA SL,Mejorar la empleabilidad de las personas desempleadas,7361.18
MONSERRAT I OBRADOR SL,Mejorar la empleabilidad de las personas desempleadas,1374.11
"MONSERRAT PLNXA S.L.L., EN CONSTITUCINN",Mejorar la empleabilidad de las personas desempleadas,103.33
MONSEXTIL SL,Mejorar la empleabilidad de las personas desempleadas,6804
MONSIEUR ALAIN S.L.,Mejorar la empleabilidad de las personas desempleadas,221.93
"MONSOLAR INGENIERIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,28.86
"MONSOLAR INST.DE ENERGIA SOLAR,S.L.",Mejorar la empleabilidad de las personas desempleadas,1009.28
MONSOLVEN SA,Mejorar la empleabilidad de las personas desempleadas,377.68
MONSTER MOBEL SL,Mejorar la empleabilidad de las personas desempleadas,191.06
MONSUAR SL,Mejorar la empleabilidad de las personas desempleadas,339.86
MONT CONSULTORES SL,Mejorar la empleabilidad de las personas desempleadas,419.02
"MONT MARNAL VINICOLA, SA",Mejorar la empleabilidad de las personas desempleadas,4730.78
"MONT MENORCA FASHION,S.L",Mejorar la empleabilidad de las personas desempleadas,1238.13
"MONT REAGA, SL",Mejorar la empleabilidad de las personas desempleadas,1274.94
MONT ROYAL SL,Mejorar la empleabilidad de las personas desempleadas,656.61
"MONTA G PARA ROTULISTAS,S.L.",Mejorar la empleabilidad de las personas desempleadas,1708.93
"MONTA MUNDO,SL",Mejorar la empleabilidad de las personas desempleadas,101.28
MONTABAZA 2001 SL,Mejorar la empleabilidad de las personas desempleadas,836.63
"MONTABEJA, S.L.",Mejorar la empleabilidad de las personas desempleadas,853.46
"MONTABER PROMOTORS ASSOCIATS,S.L.",Mejorar la empleabilidad de las personas desempleadas,256.74
MONTABIL SL,Mejorar la empleabilidad de las personas desempleadas,1900
MONTABRICK SL,Mejorar la empleabilidad de las personas desempleadas,512.51
"MONTACAR 2006, S.L.",Mejorar la empleabilidad de las personas desempleadas,880.66
MONTADITOS LIFE S.L.,Mejorar la empleabilidad de las personas desempleadas,1802.43
"MONTADORES AGRUP.FONTANERIA ENERGIA Y CALEFACCION,S.L.",Mejorar la empleabilidad de las personas desempleadas,1803.39
MONTADORES ORIOLANOS SL,Mejorar la empleabilidad de las personas desempleadas,456.61
MONTADOS LINGUEMI SL,Mejorar la empleabilidad de las personas desempleadas,816.66
"MONTADOS PASSIN, S.L. UNIPERSONAL",Mejorar la empleabilidad de las personas desempleadas,4579.99
MONTAGARSUR SL,Mejorar la empleabilidad de las personas desempleadas,855.47
"MONTAGES DAVMON 2008, S.L.",Mejorar la empleabilidad de las personas desempleadas,493.24
MONTAGES LEONESES SL,Mejorar la empleabilidad de las personas desempleadas,950
MONTAGGIO SL,Mejorar la empleabilidad de las personas desempleadas,990
MONTAGO,Promocion del espiritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia,68630.01
MONTAGUD EDITORES SA,Mejorar la empleabilidad de las personas desempleadas,2884.91
"MONTAGUT INGENIERIA Y FORMACION,S.L.U.",Mejorar la empleabilidad de las personas desempleadas,731.91
"MONTAHUD 33, S.L.",Mejorar la empleabilidad de las personas desempleadas,782.92
"MONTAJARDIN, SL",Mejorar la empleabilidad de las personas desempleadas,223.24
MONTAJE 84 S.L,Mejorar la empleabilidad de las personas desempleadas,2454.45
MONTAJE AUXILIARES DEVESA & LORENTE ASOCIADOSS.L.,Mejorar la empleabilidad de las personas desempleadas,719.88
MONTAJE DE AISLAMIENTO INDUSTRIAL SA,Mejorar la empleabilidad de las personas desempleadas,2038.38
"MONTAJE DE ASCENSORES ANTONIO RIOS ROMERO, S.L.",Mejorar la empleabilidad de las personas desempleadas,2846.49
MONTAJE DE ASCENSORES HNOS REINOSA SL,Mejorar la empleabilidad de las personas desempleadas,344.38
"MONTAJE DE ASCENSORES JOISA, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,1782.05
"MONTAJE DE ESTANTERIAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,695.56
MONTAJE DE ESTRUCTURAS BELKOAIN SL,Mejorar la empleabilidad de las personas desempleadas,342.89
"MONTAJE DE FACHADAS LIGERAS SABEC, SL",Mejorar la empleabilidad de las personas desempleadas,236.53
"MONTAJE DE MODULARES Y PANELADOS, SL UNIPERSONAL",Mejorar la empleabilidad de las personas desempleadas,1166.69
"MONTAJE DE REDES DE SEGURIDAD, SL",Mejorar la empleabilidad de las personas desempleadas,1321.49
"MONTAJE DE SISTEMAS DE AISLAMIENTO, S.L.",Mejorar la empleabilidad de las personas desempleadas,722.4
"MONTAJE ESCOLA, SL",Mejorar la empleabilidad de las personas desempleadas,697.5
"MONTAJE ESTRUCTURAS TUBULARES MADRID CASTELLON 2007,SL",Mejorar la empleabilidad de las personas desempleadas,315.57
MONTAJE INDUSTRIAL ANDREU Y ROLDAN SL.L.,Mejorar la empleabilidad de las personas desempleadas,83.25
"MONTAJE MODULAR Y ESTRUCTURAS DECORATIVAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,224.89
MONTAJE Y MANTENIMIENOS BULON.SL,Promocion del espiritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia,3698.02
MONTAJE Y MANTENIMIENTO SEGABEL SAL,Mejorar la empleabilidad de las personas desempleadas,1266.73
"MONTAJE Y REPARACION DE ASCENSORES LOPEZ, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,66.6
"MONTAJES & CONSTRUCCIONES ORTIZ ORTIZ, S.L.",Mejorar la empleabilidad de las personas desempleadas,294.3
MONTAJES A BALSA SL,Mejorar la empleabilidad de las personas desempleadas,555.51
"MONTAJES ABECON, S.L.",Mejorar la empleabilidad de las personas desempleadas,88.87
MONTAJES AGUERO SLU,Mejorar la empleabilidad de las personas desempleadas,2424.23
MONTAJES ALVAREZ Y JUANTORENA S.L.,Mejorar la empleabilidad de las personas desempleadas,208.82
MONTAJES ALVAREZ Y NIEVES SL,Mejorar la empleabilidad de las personas desempleadas,521.74
"MONTAJES ANASTASIO SANTANDER, S.L.",Mejorar la empleabilidad de las personas desempleadas,1195.14
MONTAJES APLICACIONES Y DESARROLLOS INDUSTRIALES S.L,Mejorar la empleabilidad de las personas desempleadas,1900
"MONTAJES ARNEDO, S.L.",Mejorar la empleabilidad de las personas desempleadas,97.78
MONTAJES ARQUERO SL,Mejorar la empleabilidad de las personas desempleadas,500
MONTAJES ARSEMAR SL,Mejorar la empleabilidad de las personas desempleadas,86.58
"MONTAJES ARZACO, S.L.",Mejorar la empleabilidad de las personas desempleadas,586.22
MONTAJES BERBES,Promocion del espiritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia,1500
MONTAJES BIVAL S.L.,Mejorar la empleabilidad de las personas desempleadas,231.81
"MONTAJES BOMES,S.L.",Mejorar la empleabilidad de las personas desempleadas,1046.57
MONTAJES BOSTAK SAL,Mejorar la empleabilidad de las personas desempleadas,1198.74
"MONTAJES BOU, SL",Mejorar la empleabilidad de las personas desempleadas,217.18
"MONTAJES BRIMOR, SL",Mejorar la empleabilidad de las personas desempleadas,1010.08
"MONTAJES BUENAVISTA,S.L.",Mejorar la empleabilidad de las personas desempleadas,917.82
"MONTAJES BUIL, SL",Mejorar la empleabilidad de las personas desempleadas,222.21
MONTAJES CAMARGO SLL,Mejorar la empleabilidad de las personas desempleadas,1253.34
MONTAJES CAMBEL,Promocion del espiritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia,29181.63
MONTAJES CANARIAS SL,Mejorar la empleabilidad de las personas desempleadas,1863.27
MONTAJES CANCELAS,Promocion del espiritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia,1774.34
"MONTAJES CAREBA, S.L. UNIPERSONAL",Mejorar la empleabilidad de las personas desempleadas,4.44
"MONTAJES CARRILLO, SL",Mejorar la empleabilidad de las personas desempleadas,56.66
"MONTAJES CASTIMAR, SL",Mejorar la empleabilidad de las personas desempleadas,3177.89
"MONTAJES CAUNALON, S.L.",Mejorar la empleabilidad de las personas desempleadas,160.54
"MONTAJES CAVIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,115.51
"MONTAJES CEPA, SL",Mejorar la empleabilidad de las personas desempleadas,1266.73
"MONTAJES CILLERO, SL",Mejorar la empleabilidad de las personas desempleadas,1300.11
MONTAJES CLIMATIZADOS SL,Mejorar la empleabilidad de las personas desempleadas,351.76
"MONTAJES CONSERVEROS DE GALICIA, SL",Mejorar la empleabilidad de las personas desempleadas,366.65
"MONTAJES CONTRERAS, SL",Mejorar la empleabilidad de las personas desempleadas,1433.82
MONTAJES COPER. S.L,Promocion del espiritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia,2532.23
MONTAJES CORONA SL,Mejorar la empleabilidad de las personas desempleadas,1326.6
"MONTAJES COSTA DORADA,SL",Mejorar la empleabilidad de las personas desempleadas,644.3
MONTAJES COVERCLIM SL,Mejorar la empleabilidad de las personas desempleadas,1116.38
MONTAJES CUALSA,Promocion del espiritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia,9891.56
MONTAJES CUALSA SL,Mejorar la empleabilidad de las personas desempleadas,953.22
MONTAJES CUFERJU SLL,Mejorar la empleabilidad de las personas desempleadas,333.3
"MONTAJES DE ANDAMIO Y ESTRUCTURAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,276.07
MONTAJES DE ASCENSORES AUSTRAL S.L.,Mejorar la empleabilidad de las personas desempleadas,826.71
"MONTAJES DE ASCENSORES, COM. B.",Mejorar la empleabilidad de las personas desempleadas,55.5
MONTAJES DE CARPAS JUCARSA SL,Mejorar la empleabilidad de las personas desempleadas,76.59
MONTAJES DE CARPINTERIA FEREXMONT S.L.,Mejorar la empleabilidad de las personas desempleadas,2533.46
"MONTAJES DE CARPINTERIA FRANIMONT, S.L.UNIPERSONAL",Mejorar la empleabilidad de las personas desempleadas,517.75
MONTAJES DE CARPINTERIA MANCHEGOS SL,Mejorar la empleabilidad de las personas desempleadas,19.98
MONTAJES DE CARPINTERIA YOSUMAR SL,Mejorar la empleabilidad de las personas desempleadas,57.78
MONTAJES DE CASTILLA LA MANCHA S.L.L.,Mejorar la empleabilidad de las personas desempleadas,1991.18
MONTAJES DE COCINAS HERMANOS YEBENES SL,Mejorar la empleabilidad de las personas desempleadas,565.03
"MONTAJES DE CONGRESOS DEL NOROESTE, S.L.",Mejorar la empleabilidad de las personas desempleadas,1114.37
MONTAJES DE FACHADAS SINGULARES HERMANOS DIAZ S.L.,Mejorar la empleabilidad de las personas desempleadas,166.5
"MONTAJES DE FERRALLA FERROMAR, S.L.",Mejorar la empleabilidad de las personas desempleadas,3356.41
MONTAJES DE FERRALLAS NORTE SL,Mejorar la empleabilidad de las personas desempleadas,1023.31
