nombre_beneficiario,nombre_operacion,montante_concedido,t_montante_concedido,montante_pagado_final_operacion,t_montante_pagado_final_operacion,ano_de_la_concesion_ano_del_pago,uri
DIRECCION GENERAL DE CARRETERAS (M.FOMENTO),Autovía del Cantábrico A-8. Tramo: Mondoñedo-Lorenzana,"28.362.167,60",28362167.60,"9.477.120,63",9477120.63,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCION GENERAL DE CARRETERAS (M.FOMENTO),Autovía Ourense-Lugo (A-56). Tramo: San MartiñoEnlace de Barrela Norte. Obra civil. Tronco.,"31.297.280,64",31297280.64,"341.366,48",341366.48,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCION GENERAL DE CARRETERAS (M.FOMENTO),Autovía de Ourense a Lugo. A-56. Tramo: San Martiño - Enlace de A Barrela Norte. Proyecto de restauración paisajística,"1.124.379,54",1124379.54,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCION GENERAL DE CARRETERAS (M.FOMENTO),Autovía del Cantábrico A-8. Tramo: Vilamar - Barreiros,"28.794.283,68",28794283.68,"10.348.393,77",10348393.77,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCION GENERAL DE CARRETERAS (M.FOMENTO),Autovía del Cantábrico A-8. Tramo: Lorenzana - Vilamar,"30.011.908,76",30011908.76,"11.115.880,35",11115880.35,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCION GENERAL DE CARRETERAS (M.FOMENTO),Paso inferior. Autovía SC-20. Santiago de Compostela. Tramo: Cornes- Hórreo,"20.289.774,33",20289774.33,"1.427.677,34",1427677.34,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCION GENERAL DE CARRETERAS (M.FOMENTO),Autovía del Cantábrico A-8. Tramo: Abadin-Careira.,"30.122.028,87",30122028.87,"7.987.621,42",7987621.42,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCION GENERAL DE CARRETERAS (M.FOMENTO),Autovía del Cantábrico A-8. Tramo: Castromayor-Abadin,"14.007.574,21",14007574.21,"7.983.630,58",7983630.58,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCION GENERAL DE CARRETERAS (M.FOMENTO),Autovía del Cantábrico A-8. Tramo: Villalba-Touzas,"27.768.170,45",27768170.45,"6.960.923,31",6960923.31,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCION GENERAL DE CARRETERAS (M.FOMENTO),Autovía del Cantábrico A-8. Tramo: Touzas-Castromayor,"23.176.511,07",23176511.07,"10.629.603,37",10629603.37,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCIÓN GENERAL DEL AGUA (MARM),ACONDICIONAMIENTO DE LOS COLECTORES GENERALES E INTERCEPTORES M. D. RÍO MIÑO EN OURENSE. TRAMO: PUENTE NUEVO- BALNEARIO,"16.988.328,24",16988328.24,"4.275.201,79",4275201.79,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
DIRECCIÓN GENERAL DEL AGUA (MARM),SANEAMIENTO DESANTIAGO DE COMPOSTELA: COLECTOR INTERCEPTOR DEL RIO SAR. TRAMO PONTEPEDRIÑA - EDAR DE SILVOUTA,"22.647.970,30",22647970.30,"346.849,80",346849.80,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
D.G. de Sostenibilidad de la Costa y el Mar (MARM),RECUPERACIÓN AMBIENTAL DE LA LAGUNA Y PLAYA DE TRABA EN LAXE,"1.269.796,00",1269796.00,"704.195,44",704195.44,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
D.G. de Sostenibilidad de la Costa y el Mar (MARM),REGENERACIÓN DE VARIAS PLAYAS EN RIANXO,"5.814.527,20",5814527.20,"5.651.518,32",5651518.32,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
D.G. de Sostenibilidad de la Costa y el Mar (MARM),REGENERACIÓN DE LA PLAYA DE BARRAÑA EN EL T.M. DE BOIRO (A CORUÑA),"4.297.133,00",4297133.00,"2.683.687,97",2683687.97,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
PARQUES NACIONALES (MARM),Mejora de itinerarios de uso público en las Islas Cíes,"394.839,30",394839.30,"394.839,30",394839.30,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
PARQUES NACIONALES (MARM),"Ejecución del Centro de Visitantes ""El Cambón"" . P.N. Islas Atlanticas. Vigo","2.807.542,42",2807542.42,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
PARQUES NACIONALES (MARM),"Adquisición de un inmueble en la denominada ""Finca de la Fuente"", situado en la Isla de Faro, en las Islas Cies","248.838,03",248838.03,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
PARQUES NACIONALES (MARM),Trabajos de conservación de los valores naturales,"411.894,53",411894.53,"406.730,42",406730.42,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
PARQUES NACIONALES (MARM),Mejora de itinerarios de uso público en las Islas Ons,"245.710,43",245710.43,"245.710,43",245710.43,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
CONFEDERACION HIDROGRAFICA DEL CANTÁBRICO (MARM),Acondicionamiento de cauce y márgenes del río Eo en la zona de Chousa de Abaixo de Villaodriz. T. M. de Pontenova (Lugo),"6.900.000,00",6900000.00,"100.925,80",100925.80,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
CONFEDERACIÓN HIDROGRÁFICA DEL MIÑO-SIL,Emisario submarino de Cabo Prioriño (Ferrol),"16.131.421,46",16131421.46,"4.203.305,28",4203305.28,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ATCV AMPLIACION PLATAFORMA SUR,"297.570,00",297570.00,"276.137,95",276137.95,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.C.V. DE LA OBRA INSTALACION DEL SISTEMA PARA LECTURA DE MATRICULAS Y ACTUALIZACION DEL SISTEMA DE GESTION,"14.000,00",14000.00,"10.150,00",10150.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ATRP AMPLIACION PISTA DE VUELO,"600.000,00",600000.00,"120.000,00",120000.00,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),SUMINISTRO E INSTALACIÓN DE CORREDORES ANTIRETORNOS PARA EL AEROPUERTO DE SANTIAGO DE COMPOSTELA.,"213.116,05",213116.05,"150.840,68",150840.68,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ATRP CALLE DE SALIDA RÁPIDA,"115.800,00",115800.00,"63.690,00",63690.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.P.R. AMPLIACION CENTRAL ELECTRICA Y MEJORA RED SUMINISTRO ELECTRICO,"415.800,00",415800.00,"145.530,00",145530.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.R.P. NUEVO SEI,"120.000,00",120000.00,"12.000,00",12000.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3037)GA11.pdf
