BENEFICIARIO,TIPO DE OPERACION,GASTO PUBLICO
LABORATORIOS DERMOCOSMETICOS SA,Mejorar a empleabilidad de las personas desempleadas,"538,29"
"LABORATORIOS DIAFARM, SA",Mejorar a empleabilidad de las personas desempleadas,"18170,13"
LABORATORIOS DIASA PHARMA SA,Mejorar a empleabilidad de las personas desempleadas,"1109,99"
LABORATORIOS DIESEL JOSE LARA BONILLA SL,Mejorar a empleabilidad de las personas desempleadas,"193,28"
LABORATORIOS E INDUSTRIAS NORIEGA SL,Mejorar a empleabilidad de las personas desempleadas,"245,53"
LABORATORIOS E PORTALES SL,Mejorar a empleabilidad de las personas desempleadas,"500,53"
LABORATORIOS ECONATUR SL,Mejorar a empleabilidad de las personas desempleadas,"422,66"
LABORATORIOS EFFIK SA,Mejorar a empleabilidad de las personas desempleadas,"2133,61"
LABORATORIOS ERN SA,Mejorar a empleabilidad de las personas desempleadas,"2555,23"
LABORATORIOS EXPANSCIENCE SA,Mejorar a empleabilidad de las personas desempleadas,"1974,08"
"LABORATORIOS FARMACEUTICOS ARABIS, SL",Mejorar a empleabilidad de las personas desempleadas,"3214,63"
LABORATORIOS FARMACEUTICOS GUERBET SA,Mejorar a empleabilidad de las personas desempleadas,"1484,98"
LABORATORIOS FARMACEUTICOS LOGOGEN SA,Mejorar a empleabilidad de las personas desempleadas,"7687,13"
LABORATORIOS FARMACEUTICOS MEDIXFARMA SL,Mejorar a empleabilidad de las personas desempleadas,"393,29"
LABORATORIOS FARMACEUTICOS ROVI SA,Mejorar a empleabilidad de las personas desempleadas,"7493,54"
LABORATORIOS FARMACEUTICOS VALOMED SA,Mejorar a empleabilidad de las personas desempleadas,"5622,92"
"LABORATORIOS FERQUISA, S.A.",Mejorar a empleabilidad de las personas desempleadas,"236,67"
"LABORATORIOS FONTALBA, S.L.",Mejorar a empleabilidad de las personas desempleadas,"279,92"
LABORATORIOS FORENQUI SA,Mejorar a empleabilidad de las personas desempleadas,400
LABORATORIOS GALDERMA SA,Mejorar a empleabilidad de las personas desempleadas,"302,79"
