BENEFICIARIO,TIPO DE OPERACION,GASTO PUBLICO
PLANETA DE AGOSTINI PROFESIONAL Y FORMACION SL,Mejorar la empleabilidad de las personas desempleadas,2692.92
PLANETA DIRECTO SL,Mejorar la empleabilidad de las personas desempleadas,689.41
"PLANETA MARKETING INSTITUCIONAL, SA",Mejorar la empleabilidad de las personas desempleadas,991.62
"PLANETA MED, SL",Mejorar la empleabilidad de las personas desempleadas,44.84
PLANETA SUENO SL,Mejorar la empleabilidad de las personas desempleadas,1561.7
PLANETA VIVO SL,Mejorar la empleabilidad de las personas desempleadas,965.6
"PLANETCOM SYSTEMS TRAD, S.L.",Mejorar la empleabilidad de las personas desempleadas,59.02
PLANETEL COMUNICACIONES SL,Mejorar la empleabilidad de las personas desempleadas,247.83
"PLANETLINK, S.L.",Mejorar la empleabilidad de las personas desempleadas,305.54
"PLANETONO, S.L.",Mejorar la empleabilidad de las personas desempleadas,2395.14
PLANETQUIMIA SL,Mejorar la empleabilidad de las personas desempleadas,359.84
PLANHER INTERSPACIO SL,Mejorar la empleabilidad de las personas desempleadas,580
PLANHO CONSULTORES SL,Mejorar la empleabilidad de las personas desempleadas,635.08
PLANICENTRO SL,Mejorar la empleabilidad de las personas desempleadas,1204.11
"PLANICEPS,S.L.",Mejorar la empleabilidad de las personas desempleadas,1019.98
"PLANIFICACIO I GESTIO CULTURAL TRIPTIC,SL",Mejorar la empleabilidad de las personas desempleadas,219.57
"PLANIFICACIO I PROJECTES BALEARS, S.L.",Mejorar la empleabilidad de las personas desempleadas,1095.51
PLANIFICACION COMERCIAL Y VENTAS SL,Mejorar la empleabilidad de las personas desempleadas,53.28
"PLANIFICACION DE SERVICIOS MALAGUENOS,SL",Mejorar la empleabilidad de las personas desempleadas,792.69
PLANIFICACION DESARROLLO Y GESTION DE CONSTRUCCIONES SA,Mejorar la empleabilidad de las personas desempleadas,1800
PLANIFICACION TRIBUTARIA SL,Mejorar la empleabilidad de las personas desempleadas,283.32
"PLANIFICACION TRIBUTARIA Y FINANCIERA, SL",Mejorar la empleabilidad de las personas desempleadas,200.07
"PLANIFICACION Y EDIFICACION PRONDAL, S.L.",Mejorar la empleabilidad de las personas desempleadas,1042.23
"PLANIFICACION Y TECNOLOGIAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,354.15
"PLANIFICACION, GESTION Y EJECUCION, S.L.",Mejorar la empleabilidad de las personas desempleadas,666.7
PLANIFICACIONES GESTIONES Y ESTUDIOS SL,Mejorar la empleabilidad de las personas desempleadas,40.12
PLANIFICACIONES INTEGRALES CONSTRUCTIVAS S.L.,Mejorar la empleabilidad de las personas desempleadas,705.91
PLANIGER CENTROS ASISTENCIALES S.A.,Mejorar la empleabilidad de las personas desempleadas,31217.58
PLANIGER SA,Mejorar la empleabilidad de las personas desempleadas,4668.82
"PLANIGRAF, COOP.V.",Mejorar la empleabilidad de las personas desempleadas,1109.94
PLANILLO PRODUCCIONES SL,Mejorar la empleabilidad de las personas desempleadas,35.4
"PLANIMAN,S.L.",Mejorar la empleabilidad de las personas desempleadas,929.97
PLANIMARK SL,Mejorar la empleabilidad de las personas desempleadas,110.05
PLANIMETRIA Y ALTIMETRIA S.L.,Mejorar la empleabilidad de las personas desempleadas,586.58
"PLANING BUSSINES, SL",Mejorar la empleabilidad de las personas desempleadas,371.84
PLANING REBOREDO S.L.L.,Mejorar la empleabilidad de las personas desempleadas,2371.89
"PLANING SANTIAGO ASESORIA, SL",Mejorar la empleabilidad de las personas desempleadas,401.35
PLANINTORO S.L.,Mejorar la empleabilidad de las personas desempleadas,59
PLANISI CARS SL,Mejorar la empleabilidad de las personas desempleadas,206.6
PLANISI SA,Mejorar la empleabilidad de las personas desempleadas,2348.58
PLANISOF SL,Mejorar la empleabilidad de las personas desempleadas,217.5
"PLANITAL CONSTRUCCIONS, SL",Mejorar la empleabilidad de las personas desempleadas,2753.36
PLANITEC CB,Mejorar la empleabilidad de las personas desempleadas,323.24
PLANITEC CONSULTORIA Y PROYECTOS SL,Mejorar la empleabilidad de las personas desempleadas,704.44
PLANITEC SL,Mejorar la empleabilidad de las personas desempleadas,1333.3
"PLANIVENTAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,143.33
"PLANNER COMUNICACION ESTRATEGICA, SL",Mejorar la empleabilidad de las personas desempleadas,809.78
PLANNER MEDIA SL,Mejorar la empleabilidad de las personas desempleadas,666.7
"PLANNER REED, S.L.",Mejorar la empleabilidad de las personas desempleadas,191.06
PLANNING ORGANIZACION DE PROYECTOS SL,Mejorar la empleabilidad de las personas desempleadas,1177.72
"PLANNING VENTURE,S.L.",Mejorar la empleabilidad de las personas desempleadas,299.91
"PLANO A PLANO PRODUCTORA CINE Y TELEVISION, S.L.",Mejorar la empleabilidad de las personas desempleadas,417.87
"PLANO CUATRO INMOGRUPO, S.L.",Mejorar la empleabilidad de las personas desempleadas,1100
PLANO PROYECTOS Y ACTUACIONES SL,Mejorar la empleabilidad de las personas desempleadas,141.66
PLANOS FERRICOS SA,Mejorar la empleabilidad de las personas desempleadas,2106.43
"PLANOS Y OBRAS SANXENXO, S.L.",Mejorar la empleabilidad de las personas desempleadas,2538.29
"PLANS-CRIBALLES, SL",Mejorar la empleabilidad de las personas desempleadas,2249.85
"PLANS-PUJALS, SL",Mejorar la empleabilidad de las personas desempleadas,1043.29
PLANTA 18 BY SERVIBROKER SL,Mejorar la empleabilidad de las personas desempleadas,1345.77
PLANTA 2 LUFE SL,Mejorar la empleabilidad de las personas desempleadas,1112.01
PLANTA 2 MOBILIARIO SA,Mejorar la empleabilidad de las personas desempleadas,1041.68
PLANTA DE REGASIFICACION DE SAGUNTO SA,Mejorar la empleabilidad de las personas desempleadas,1152.16
"PLANTA N. 1 RECICLADO RCD ALBACETE, S.L.",Mejorar la empleabilidad de las personas desempleadas,915.23
"PLANTA RECLICLAXE NOROESTE, SL",Mejorar la empleabilidad de las personas desempleadas,460.98
"PLANTA SUPERIOR,S.L.",Mejorar la empleabilidad de las personas desempleadas,244.41
"PLANTA VENTA, SL",Mejorar la empleabilidad de las personas desempleadas,1770.75
PLANTACIONES DEL SURESTE SL,Mejorar la empleabilidad de las personas desempleadas,458.02
PLANTACIONES Y CAMINOS SA,Mejorar la empleabilidad de las personas desempleadas,3282.13
"PLANTACIONES Y DESBROCES LAINO, S.L.",Mejorar la empleabilidad de las personas desempleadas,33.33
PLANTADEZA SLL,Mejorar la empleabilidad de las personas desempleadas,701.19
PLANTALDIA S.L.,Mejorar la empleabilidad de las personas desempleadas,38.94
PLANTAPOL SL,Mejorar la empleabilidad de las personas desempleadas,1261.1
"PLANTAS DE EXTRUSION BARCELONA, S.L.L",Mejorar la empleabilidad de las personas desempleadas,63.27
PLANTAS EL ESPINAL SL,Mejorar la empleabilidad de las personas desempleadas,708.3
PLANTAS EUROPEAS SL,Mejorar la empleabilidad de las personas desempleadas,1345.77
"PLANTAS MEDICINALES DE CATALUNA, SA",Mejorar la empleabilidad de las personas desempleadas,783.7
PLANTAS MOTILLA SL,Mejorar la empleabilidad de las personas desempleadas,843.29
