BENEFICIARIO,TIPO DE OPERACION,GASTO PUBLICO
CORK 2000 SL,Mejorar la empleabilidad de las personas desempleadas,1593.24
"CORK PLAST, SL",Mejorar la empleabilidad de las personas desempleadas,1596.57
"CORLEONE FILMS, SL",Mejorar la empleabilidad de las personas desempleadas,528.86
CORLIDER CORREDURIA DE SEGUROS SA,Mejorar la empleabilidad de las personas desempleadas,751.57
CORMAN CORPORACION DE ACTIVIDADES PREVENTIVAS SL,Mejorar la empleabilidad de las personas desempleadas,578.41
"CORMAN, COM.B.",Mejorar la empleabilidad de las personas desempleadas,386.63
"CORMEL MONEGROS, S.L.",Mejorar la empleabilidad de las personas desempleadas,1751.9
"CORMO 2007 CONSTRUCTORA PROMOTORA, S.L.",Mejorar la empleabilidad de las personas desempleadas,376.59
"CORMO INTEGRAL, S.L.",Mejorar la empleabilidad de las personas desempleadas,184.14
CORMODE SL,Mejorar la empleabilidad de las personas desempleadas,988.94
CORNALONS SL,Mejorar la empleabilidad de las personas desempleadas,525.33
CORNEASEL 608 S.L.,Mejorar la empleabilidad de las personas desempleadas,93.51
CORNEDECOR SL,Mejorar la empleabilidad de las personas desempleadas,4013.38
CORNEJO JIMENEZ ANTONIO VARONA PRIETO ANGEL CB,Mejorar la empleabilidad de las personas desempleadas,1893.24
"CORNEMUSA, S.L.",Mejorar la empleabilidad de las personas desempleadas,524.14
CORNEPLAS SL,Mejorar la empleabilidad de las personas desempleadas,206.6
"CORNER CALA MILLOR,S.L.",Mejorar la empleabilidad de las personas desempleadas,354.15
CORNER CENTRE EVOLUTIONS S L,Mejorar la empleabilidad de las personas desempleadas,537.5
"CORNER SHOES, C.B.",Mejorar la empleabilidad de las personas desempleadas,212.49
"CORNER VIP, S.L.",Mejorar la empleabilidad de las personas desempleadas,474.55
"CORNIC CONSTRUCCIONES Y CONTRATAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,1433.2
"CORNIPANDO, SL",Mejorar la empleabilidad de las personas desempleadas,346.62
"CORNWELL Y AGADOR,S.L.",Mejorar la empleabilidad de las personas desempleadas,200
COROFAS SL,Mejorar la empleabilidad de las personas desempleadas,282.76
COROMAR DE TENERIFE SLL,Mejorar la empleabilidad de las personas desempleadas,1093.24
COROMINAS ASSESSORS SL,Mejorar la empleabilidad de las personas desempleadas,2000.99
CORONA BLANCA SL,Mejorar la empleabilidad de las personas desempleadas,1900
CORONA CONTROL S.L.,Mejorar la empleabilidad de las personas desempleadas,6786.44
"CORONA ESTETICA ASOCIADOS,S.L.",Mejorar la empleabilidad de las personas desempleadas,279.42
CORONA GRAFICA SL,Mejorar la empleabilidad de las personas desempleadas,1200
CORONA SA,Mejorar la empleabilidad de las personas desempleadas,6168.07
"CORONAS ADVOCATS, SL",Mejorar la empleabilidad de las personas desempleadas,637.44
CORONAS CASTELLON SL,Mejorar la empleabilidad de las personas desempleadas,406.04
CORONEL LARA S.L.,Mejorar la empleabilidad de las personas desempleadas,717.71
CORONEL TAPIOCA SA,Mejorar la empleabilidad de las personas desempleadas,10603.97
COROP SA,Mejorar la empleabilidad de las personas desempleadas,796.67
"CORP. HISC, S. L.",Mejorar la empleabilidad de las personas desempleadas,3651.91
"CORP. OPER. DISTRIB. INFORMAT. Y TELECOM., S.L.",Mejorar la empleabilidad de las personas desempleadas,324.4
CORPA SERVICIOS AGRARIOS Y MEDIO AMBIENTE S.L.,Mejorar la empleabilidad de las personas desempleadas,131.12
CORPE-15 SRL EN CONSTITUCION,Mejorar la empleabilidad de las personas desempleadas,262.04
"CORPECC, S.L.",Mejorar la empleabilidad de las personas desempleadas,148.71
CORPESA PUERTAS METALICAS SL,Mejorar la empleabilidad de las personas desempleadas,2770.05
CORPEST CONSULTORES EUROPEOS SL,Mejorar la empleabilidad de las personas desempleadas,2071.74
CORPI OBRES I PROMOCIONS SL,Mejorar la empleabilidad de las personas desempleadas,448.43
CORPIMO SA,Mejorar la empleabilidad de las personas desempleadas,2150.11
CORPIQUE SA,Mejorar la empleabilidad de las personas desempleadas,556.61
CORPOBE SA,Mejorar la empleabilidad de las personas desempleadas,220.12
CORPOLINE S.L.,Mejorar la empleabilidad de las personas desempleadas,136.33
"CORPOR, C.B.",Mejorar la empleabilidad de las personas desempleadas,2580.25
CORPORACINN EMPRESARIAL Y FINANCIERA DE GALICIA SL,Mejorar la empleabilidad de las personas desempleadas,1834.47
"CORPORACIO D EMPRESES I SERVEIS DE SANT BOI, SA",Mejorar la empleabilidad de las personas desempleadas,1820.27
"CORPORACIO EMPRESARIAL ALTICO, SL",Mejorar la empleabilidad de las personas desempleadas,566.67
"CORPORACIO MEDICA C.M.E., SL",Mejorar la empleabilidad de las personas desempleadas,1621.22
CORPORACION 5 ANALISIS Y ESTRATEGIAS SL,Mejorar la empleabilidad de las personas desempleadas,1289.07
"CORPORACION AGROPECUARIA DEL ALGAR, SA",Mejorar la empleabilidad de las personas desempleadas,672.98
CORPORACION ALIMENTARIA GUISSONA SA,Mejorar la empleabilidad de las personas desempleadas,9148.32
CORPORACION ALIMENTARIA PENASANTA SA,Mejorar la empleabilidad de las personas desempleadas,1500
CORPORACION ALIMENTARIA VEGAS DEL GENIL,Mejorar la empleabilidad de las personas desempleadas,839.96
"CORPORACION ALIMENTARIA VIMA, SL",Mejorar la empleabilidad de las personas desempleadas,514.69
CORPORACION ALTERNATIVA BEYDIS SL,Mejorar la empleabilidad de las personas desempleadas,400.02
CORPORACION ALTOSA SL,Mejorar la empleabilidad de las personas desempleadas,1260.75
CORPORACION ASESORA S.L.,Mejorar la empleabilidad de las personas desempleadas,4101.29
"CORPORACION ATXABIRIBIL-OLAZABAL, S.L.",Mejorar la empleabilidad de las personas desempleadas,1296.57
CORPORACION BORGES SL,Mejorar la empleabilidad de las personas desempleadas,941.7
CORPORACION CASERSA GRUPO NORTE SL,Mejorar la empleabilidad de las personas desempleadas,264.32
CORPORACION CINEMATOGRAFICA DEL MEDITERRANEO S.A.,Mejorar la empleabilidad de las personas desempleadas,4856.19
CORPORACION COMUNICACION IBEROAMERICANA BARCELO & ASOCI,Mejorar la empleabilidad de las personas desempleadas,739.39
CORPORACION DAESPA SL,Mejorar la empleabilidad de las personas desempleadas,1006.51
"CORPORACION DE ANALISIS Y SOLVENCIA DEL CREDITO, SLL",Mejorar la empleabilidad de las personas desempleadas,151.07
CORPORACION DE ASESORES SOC COOPERATIVA,Mejorar la empleabilidad de las personas desempleadas,3135.31
CORPORACION DE ASESORIA DE PYMES EUROGESTION SL,Mejorar la empleabilidad de las personas desempleadas,1213.49
CORPORACION DE IMPORTACIONES COIMPORT SL,Mejorar la empleabilidad de las personas desempleadas,1345.77
CORPORACION DE INDUSTRIAS FABRICANTES PARA LA HOSTELERI,Mejorar la empleabilidad de las personas desempleadas,315.52
CORPORACION DE INVERS. VALORES INFRAEST. Y SERV. S.L.,Mejorar la empleabilidad de las personas desempleadas,219.99
