BENEFICIARIO,TIPO DE OPERACION,GASTO PUBLICO
ALOFASOUND S.L.,Mejorar la empleabilidad de las personas desempleadas,"408,83"
ALOLU SL,Mejorar la empleabilidad de las personas desempleadas,"831,02"
ALOM GESTION SL,Mejorar la empleabilidad de las personas desempleadas,"363,59"
"ALOMEM, SLUNIPERSONAL",Mejorar la empleabilidad de las personas desempleadas,"21,24"
"ALOMEN LAS NIEVES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.505,69"
ALONARTI ENVASES SA,Mejorar la empleabilidad de las personas desempleadas,"8.178,14"
"ALONDRA MOS, SL",Mejorar la empleabilidad de las personas desempleadas,"866,48"
"ALONDRA VACACIONES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.057,73"
"ALONE INVERSIONES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.345,00"
"ALONS-GAR, SL",Mejorar la empleabilidad de las personas desempleadas,"1.265,47"
ALONSO & GARCIA ASESORES SL,Mejorar la empleabilidad de las personas desempleadas,"2.691,54"
ALONSO & SERODIO ASESORES SL,Mejorar la empleabilidad de las personas desempleadas,"490,47"
"ALONSO 1959 ASEGUROAF, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.800,00"
ALONSO ALDAMA SL,Mejorar la empleabilidad de las personas desempleadas,"254,99"
"ALONSO ALVAREZ, MANUEL FRANCISCO 000212487P SLNE",Mejorar la empleabilidad de las personas desempleadas,"1.800,00"
ALONSO ARCE SL,Mejorar la empleabilidad de las personas desempleadas,"118,03"
ALONSO BALBOA CORREDURIA DE SEGUROS S.L.,Mejorar la empleabilidad de las personas desempleadas,"100,00"
"ALONSO BARRIGA MARTINEZ MOTORSPORT, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"2.466,79"
ALONSO CHOUSA HERMANOS SL,Mejorar la empleabilidad de las personas desempleadas,"50,00"
ALONSO GOMARA M ANGELES Y RONCAL RUEDA CARMELO,Mejorar la empleabilidad de las personas desempleadas,"1.376,16"
ALONSO GONZALEZ 2000 S.L,Mejorar la empleabilidad de las personas desempleadas,"9.129,59"
ALONSO HERMANOS SA,Mejorar la empleabilidad de las personas desempleadas,"942,19"
ALONSO HIPERCAS SA,Mejorar la empleabilidad de las personas desempleadas,"5.842,49"
ALONSO INGENIERIA DE TELECOMUNICACION S.L.,Mejorar la empleabilidad de las personas desempleadas,"63,27"
ALONSO LORENZO Y MONTES SL,Mejorar la empleabilidad de las personas desempleadas,"1.277,30"
ALONSO MEDITERRANEO S.A,Mejorar la empleabilidad de las personas desempleadas,"3.009,69"
"ALONSO MERCADER, SA",Mejorar la empleabilidad de las personas desempleadas,"2.412,91"
"ALONSO MIMO , S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.236,18"
ALONSO PINON SL,Mejorar la empleabilidad de las personas desempleadas,"988,81"
ALONSO PUERTAS SL,Mejorar la empleabilidad de las personas desempleadas,"3.039,90"
ALONSO REIGOSA S.L.,Mejorar la empleabilidad de las personas desempleadas,"740,08"
ALONSO RULL ASOCIADOS SL,Mejorar la empleabilidad de las personas desempleadas,"472,18"
ALONSO SARRION MARTINEZ SA,Mejorar la empleabilidad de las personas desempleadas,"1.062,45"
ALONSO SEGOVIA ELECTRICIDAD SL,Mejorar la empleabilidad de las personas desempleadas,"686,70"
"ALONSO SEGUROS Y ASESORES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"949,11"
ALONSO SERODIO S.L.,Mejorar la empleabilidad de las personas desempleadas,"359,44"
ALONSO TOLIN SL,Mejorar la empleabilidad de las personas desempleadas,"299,98"
ALONSO URIBE MIGUEL ANTONIO E IRISARRI GALO M PILAR,Mejorar la empleabilidad de las personas desempleadas,"99,14"
"ALONSO VEGA, JUANA AURORA, GONZALEZ ALONSO, BARBARA, CB",Mejorar la empleabilidad de las personas desempleadas,"1.081,33"
"ALONSO VENDING 1995, S.L.",Mejorar la empleabilidad de las personas desempleadas,"113,32"
ALONSO VILA SL,Mejorar la empleabilidad de las personas desempleadas,"1.204,11"
"ALONSO Y ACION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.159,24"
ALONSO Y BENASCO SL,Mejorar la empleabilidad de las personas desempleadas,"455,52"
ALONSO Y CABRERO SL,Mejorar la empleabilidad de las personas desempleadas,"949,22"
"ALONSO Y CARBALLAL, CB",Mejorar la empleabilidad de las personas desempleadas,"1.896,27"
"ALONSO Y ESPARZA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"721,67"
ALONSO Y NOGUEIRA SA,Mejorar la empleabilidad de las personas desempleadas,"1.400,00"
ALONSO Y SIMON ASOCIADOS SL,Mejorar la empleabilidad de las personas desempleadas,"1.350,36"
"ALONSO, BLANCO Y MENDEZ CB",Mejorar la empleabilidad de las personas desempleadas,"644,55"
ALONSO-HERNADEZ Y ASOCIADOS ARQUITECTOS GRUPO CENTRO 1,Mejorar la empleabilidad de las personas desempleadas,"1.233,39"
ALONSO-MAJAGRANZAS Y ASOCIADOS SL,Mejorar la empleabilidad de las personas desempleadas,"1.133,28"
ALOS ENERGIA SOLAR S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.350,00"
"ALOS IMPORT, SL",Mejorar la empleabilidad de las personas desempleadas,"1.204,11"
"ALOS Y ASOCIADOS ASESORES, SL",Mejorar la empleabilidad de las personas desempleadas,"113,31"
"ALOSA AUTOCARES Y AUTOBUSES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.321,46"
ALOSCA SA,Mejorar la empleabilidad de las personas desempleadas,"2.533,39"
"ALOSCORA,S.L.",Mejorar la empleabilidad de las personas desempleadas,"60,00"
ALOT SA,Mejorar la empleabilidad de las personas desempleadas,"1.451,42"
"ALOTEL BALEARES, SL UNIPERSONAL",Mejorar la empleabilidad de las personas desempleadas,"999,80"
"ALOTRANS SERVICIOS LOGISTICOS, SL",Mejorar la empleabilidad de las personas desempleadas,"396,63"
"ALOVI ASCENSORES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.020,40"
ALOXAMENTOS SINGULARES DE ALLARIZ S.L,Mejorar la empleabilidad de las personas desempleadas,"1.295,92"
"ALOY VIVES,SL",Mejorar la empleabilidad de las personas desempleadas,"575,40"
ALOYA TIENDAS SL,Mejorar la empleabilidad de las personas desempleadas,"1.955,55"
ALPA RECUPERADORA SA,Mejorar la empleabilidad de las personas desempleadas,"696,57"
"ALPA TELCOMUNICACIONES 2006,S.L.",Mejorar la empleabilidad de las personas desempleadas,"989,17"
ALPA-BEBE SL,Mejorar la empleabilidad de las personas desempleadas,"703,84"
ALPADI SA,Mejorar la empleabilidad de las personas desempleadas,"5.235,90"
"ALPAINFO, S.L",Mejorar la empleabilidad de las personas desempleadas,"2.814,24"
ALPAMA CONTROL DE PLAGAS SL,Mejorar la empleabilidad de las personas desempleadas,"1.000,00"
ALPAMA SHOES S.L.,Mejorar la empleabilidad de las personas desempleadas,"4.321,89"
ALPANU CN SL,Mejorar la empleabilidad de las personas desempleadas,"1.701,10"
ALPARGATAS VIGUERA SL,Mejorar la empleabilidad de las personas desempleadas,"1.600,00"
"ALPASO GRUPO LOGISTICO, SL",Mejorar la empleabilidad de las personas desempleadas,"863,27"
ALPAT IBERICA SL,Mejorar la empleabilidad de las personas desempleadas,"3.571,34"
ALPE ASESORES SL,Mejorar la empleabilidad de las personas desempleadas,"142,22"
ALPE METROLOGIA INDUSTRIAL SL,Mejorar la empleabilidad de las personas desempleadas,"1.194,67"
"ALPE POOLS, SL",Mejorar la empleabilidad de las personas desempleadas,"1.425,00"
ALPE SEGURIDAD Y DOMOTICA SLL,Mejorar la empleabilidad de las personas desempleadas,"71,04"
ALPE SPORT SL,Mejorar la empleabilidad de las personas desempleadas,"573,72"
ALPEALE NORTE SL,Mejorar la empleabilidad de las personas desempleadas,"557,69"
ALPEFAR SERVICE SL,Mejorar la empleabilidad de las personas desempleadas,"637,47"
ALPEGRAF SL,Mejorar la empleabilidad de las personas desempleadas,"80,00"
ALPEMOVA SL,Mejorar la empleabilidad de las personas desempleadas,"313,23"
ALPER DISTRIBUCIONES SL,Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
ALPERI Y LOPEZ S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.001,03"
"ALPES ASSISTENCIA,S.L.",Mejorar la empleabilidad de las personas desempleadas,"402,17"
ALPES MANTENIMIENTO Y SERVICIOS SL,Mejorar la empleabilidad de las personas desempleadas,"665,79"
ALPES TELECOMUNICACIONES SL,Mejorar la empleabilidad de las personas desempleadas,"2.462,35"
ALPESAN ELEVATE SLU,Mejorar la empleabilidad de las personas desempleadas,"1.136,17"
ALPESAN SL,Mejorar la empleabilidad de las personas desempleadas,"864,09"
"ALPESTIT ENGINYERS IND., S.L.",Mejorar la empleabilidad de las personas desempleadas,"800,00"
"ALPETRANS LOGISTICA LLEIDA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"248,14"
ALPEX SA,Mejorar la empleabilidad de las personas desempleadas,"2.982,25"
"ALPHA AUDIT, SL",Mejorar la empleabilidad de las personas desempleadas,"950,00"
ALPHA ELEVATORS SL,Mejorar la empleabilidad de las personas desempleadas,"524,34"
"ALPHA FINANZAS, AGENCIA DE VALORES, SA",Mejorar la empleabilidad de las personas desempleadas,"941,97"
ALPHA GESTION BENIDORM 2003 SL,Mejorar la empleabilidad de las personas desempleadas,"1.513,17"
"ALPHA LEARNING,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.297,03"
ALPHA PJ SL,Mejorar la empleabilidad de las personas desempleadas,"427,02"
"ALPHA SOLAR SOLUCIONES ENERGETICAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"56,64"
ALPHACAN ESPANA TRANSFORMADOS SA,Mejorar la empleabilidad de las personas desempleadas,"359,99"
ALPHADVENTURE SL,Mejorar la empleabilidad de las personas desempleadas,"148,71"
ALPHAINSTITUTE SL,Mejorar la empleabilidad de las personas desempleadas,"330,52"
"ALPIBERICA AGRICOLA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"566,64"
ALPIME SL,Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
ALPIN NARON SL,Mejorar la empleabilidad de las personas desempleadas,"496,57"
"ALPI-OR, SL",Mejorar la empleabilidad de las personas desempleadas,"2.662,43"
ALPIXENDRA SERVICIOS RURAIS S.L.,Mejorar la empleabilidad de las personas desempleadas,"2.666,50"
ALPLA IBERICA S.A,Mejorar la empleabilidad de las personas desempleadas,"7.412,35"
"ALPLA IBERICA, SA",Mejorar la empleabilidad de las personas desempleadas,"14.263,48"
"ALPLECO, SL",Mejorar la empleabilidad de las personas desempleadas,"1.092,17"
"ALPO CONSULTORA FINANCIERA E INMOBILIARIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"417,87"
"ALPO MATADEPERA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
ALPOSA 2002 SL,Mejorar la empleabilidad de las personas desempleadas,"226,54"
ALPREDSL,Mejorar la empleabilidad de las personas desempleadas,"40,12"
ALPROCOR SL,Mejorar la empleabilidad de las personas desempleadas,"146,62"
ALPROIN CH SL,Mejorar la empleabilidad de las personas desempleadas,"303,23"
ALPROMED SL,Mejorar la empleabilidad de las personas desempleadas,"920,79"
ALQAMARU S. COOP. MAD.,Mejorar la empleabilidad de las personas desempleadas,"1.916,38"
AL-QANTARA ASENTADORES DE PESCADO SL,Mejorar la empleabilidad de las personas desempleadas,"143,35"
ALQUDS 2000 SL,Mejorar la empleabilidad de las personas desempleadas,"1.559,94"
"ALQUDS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.893,33"
"ALQUEMAT MONTAJES EN CALDERERIA, TUBERIA Y CONSTRUCCION",Mejorar la empleabilidad de las personas desempleadas,"3.437,83"
ALQUEPARC SL,Mejorar la empleabilidad de las personas desempleadas,"6.019,36"
"ALQUERIA DE ANDRATX, SA UNIPERSONAL",Mejorar la empleabilidad de las personas desempleadas,"3.787,65"
ALQUERQUE SL,Mejorar la empleabilidad de las personas desempleadas,"950,00"
ALQUI AUTOS PIRINEO SL,Mejorar la empleabilidad de las personas desempleadas,"803,88"
"ALQUI CONSTRUCCION CATALUNA, SA",Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
ALQUI METAL SL,Mejorar la empleabilidad de las personas desempleadas,"315,52"
ALQUIAL SL,Mejorar la empleabilidad de las personas desempleadas,"239,96"
ALQUIBALAT SOCIEDAD LIMITADA,Mejorar la empleabilidad de las personas desempleadas,"1.782,43"
ALQUIBLA SL,Mejorar la empleabilidad de las personas desempleadas,"2.510,56"
ALQUIBOBI 2003 SL,Mejorar la empleabilidad de las personas desempleadas,"2.150,86"
"ALQUICARP MADRID 2000, S.L.",Mejorar la empleabilidad de las personas desempleadas,"951,14"
"ALQUICARP, SL",Mejorar la empleabilidad de las personas desempleadas,"611,13"
ALQUICARRETILLAS NOROESTE SL,Mejorar la empleabilidad de las personas desempleadas,"215,55"
ALQUIDEN SL,Mejorar la empleabilidad de las personas desempleadas,"1.543,29"
ALQUIDEPIL AMMER SL,Mejorar la empleabilidad de las personas desempleadas,"694,11"
ALQUIDESLIZANTES A MOTOR SL,Mejorar la empleabilidad de las personas desempleadas,"3.700,00"
"ALQUI-ENVAS,SL",Mejorar la empleabilidad de las personas desempleadas,"1.237,15"
ALQUIER COLAS Y GELATINAS SL,Mejorar la empleabilidad de las personas desempleadas,"887,72"
ALQUIFACIL SL,Mejorar la empleabilidad de las personas desempleadas,"146,66"
ALQUIFER SL,Mejorar la empleabilidad de las personas desempleadas,"617,72"
ALQUILATODO ALFI OLID SL,Mejorar la empleabilidad de las personas desempleadas,"1.801,34"
"ALQUILAUTO, SL",Mejorar la empleabilidad de las personas desempleadas,"17.566,06"
ALQUILEON SL,Mejorar la empleabilidad de las personas desempleadas,"524,58"
"ALQUILER DE AUTOMOVILES Y VEHICULOS SIN CONDUCTOR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"43,34"
"ALQUILER DE BARCOS Y APARTAMENTOS,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
ALQUILER DE COCHES VICTORIA SL,Mejorar la empleabilidad de las personas desempleadas,"971,12"
ALQUILER DE DESPACHOS S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.296,18"
ALQUILER DE FURGONETAS Y TURISMOS PAQUITO SL UNIPERSONA,Mejorar la empleabilidad de las personas desempleadas,"2.094,27"
ALQUILER DE MAQUINARIA ALCANA SL,Mejorar la empleabilidad de las personas desempleadas,"86,67"
ALQUILER DE MAQUINARIA ASPE SL,Mejorar la empleabilidad de las personas desempleadas,"269,06"
ALQUILER DE MATERIAL AUDIOVISUAL SL EN CONSTITUCION,Mejorar la empleabilidad de las personas desempleadas,"139,27"
ALQUILER DE VEHICULOS INDUSTRIALES SAN PABLO SL,Mejorar la empleabilidad de las personas desempleadas,"426,51"
"ALQUILER EQUIPOS VIDEOGRAFICOS, SL UNIPERSONAL",Mejorar la empleabilidad de las personas desempleadas,"741,89"
ALQUILER EXPLOTACION Y SERVICIOS DE ARRENDAMIENTO S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.700,00"
ALQUILER INSTRUMENTOS TOPOGRAFICOS ORSENOR SL,Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
"ALQUILER PLAZAOLA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"783,85"
ALQUILER QUITASOL SL,Mejorar la empleabilidad de las personas desempleadas,"252,61"
"ALQUILER SEGURO, S.A.",Mejorar la empleabilidad de las personas desempleadas,"799,92"
"ALQUILER VEHICULOS A.V. PLUS, S.R.L.",Mejorar la empleabilidad de las personas desempleadas,"511,09"
ALQUILER VEHICULOS VENCAR S.L.,Mejorar la empleabilidad de las personas desempleadas,"689,39"
ALQUILER VENTA ADMINISTRACION Y CONSTRUCCION DE INMUEBL,Mejorar la empleabilidad de las personas desempleadas,"283,32"
ALQUILER Y TRANSPORTES PEDRO TRUJILLO SL ALQUILER Y VENTA DE MAQUINARIA GERPASA S.L.L.,Mejorar la empleabilidad de las personas desempleadas,"1.199,98"
ALQUILER Y TRANSPORTES PEDRO TRUJILLO SL ALQUILER Y VENTA DE MAQUINARIA GERPASA S.L.L.,Mejorar la empleabilidad de las personas desempleadas,"2.372,38"
ALQUILERES ADRIVAN SL,Mejorar la empleabilidad de las personas desempleadas,"1.593,24"
ALQUILERES ALCOBENDAS SL,Mejorar la empleabilidad de las personas desempleadas,"828,86"
"ALQUILERES AZUQUECA, SL",Mejorar la empleabilidad de las personas desempleadas,"715,35"
ALQUILERES BALBOA SL,Mejorar la empleabilidad de las personas desempleadas,"672,87"
ALQUILERES BERMEO SL,Mejorar la empleabilidad de las personas desempleadas,"2.943,30"
"ALQUILERES CONTENEDORES Y SERVICIOS AUXILARES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"248,43"
"ALQUILERES DE GURIEZO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"373,24"
"ALQUILERES DE PLATAFORMAS EXTREMENAS, SL",Mejorar la empleabilidad de las personas desempleadas,"199,94"
ALQUILERES DEBA SL,Mejorar la empleabilidad de las personas desempleadas,"1.060,06"
ALQUILERES E INMUEBLES CASTELLANA SA,Mejorar la empleabilidad de las personas desempleadas,"578,45"
"ALQUILERES ESGUEVA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.686,58"
"ALQUILERES GONDI, SL",Mejorar la empleabilidad de las personas desempleadas,"591,08"
"ALQUILERES GORARTE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"917,30"
ALQUILERES GUZMAN SL,Mejorar la empleabilidad de las personas desempleadas,"920,79"
ALQUILERES IFACH SL,Mejorar la empleabilidad de las personas desempleadas,"468,23"
ALQUILERES LEBRERO SL,Mejorar la empleabilidad de las personas desempleadas,"744,47"
"ALQUILERES LOPEZ N FERNANDEZ , S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.266,73"
ALQUILERES MADRID NORTE SL,Mejorar la empleabilidad de las personas desempleadas,"1.171,04"
"ALQUILERES MB, CB",Mejorar la empleabilidad de las personas desempleadas,"295,47"
"ALQUILERES PENISCOLA 1, SL",Mejorar la empleabilidad de las personas desempleadas,"101,51"
ALQUILERES POSTIGO SL,Mejorar la empleabilidad de las personas desempleadas,"782,14"
"ALQUILERES REINOSA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.202,70"
"ALQUILERES RUBEL, SL",Mejorar la empleabilidad de las personas desempleadas,"51,94"
ALQUILERES SANTA MONICA SL,Mejorar la empleabilidad de las personas desempleadas,"542,24"
ALQUILERES SIAS S.L.,Mejorar la empleabilidad de las personas desempleadas,"460,46"
"ALQUILERES TARANCON, SL",Mejorar la empleabilidad de las personas desempleadas,"1.181,06"
ALQUILERES TORRES SL,Mejorar la empleabilidad de las personas desempleadas,"812,52"
"ALQUILERES VIGO MAQUINARIA HERAMIENTAS, SA",Mejorar la empleabilidad de las personas desempleadas,"2.966,72"
ALQUILERES VILLARROBLEDO SL,Mejorar la empleabilidad de las personas desempleadas,"2.277,80"
ALQUILERES Y GESTION PEGEMADRID 2001. S.L. T,Mejorar la empleabilidad de las personas desempleadas,"280,93"
ALQUILERES Y MONTAJES DEL SUR SA,Mejorar la empleabilidad de las personas desempleadas,"33,30"
ALQUILERES Y SUMINISTROS BILBORENT SL,Mejorar la empleabilidad de las personas desempleadas,"859,94"
ALQUILERES Y TRANSPORTES TAMBARRIA SA,Mejorar la empleabilidad de las personas desempleadas,"28,32"
"ALQUILERMA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.198,77"
ALQUILHORA SL,Mejorar la empleabilidad de las personas desempleadas,"633,37"
ALQUIMA COOP.V.,Mejorar la empleabilidad de las personas desempleadas,"336,67"
"ALQUIMACO TARRACO, SL",Mejorar la empleabilidad de las personas desempleadas,"384,83"
ALQUIMAN SA,Mejorar la empleabilidad de las personas desempleadas,"420,00"
ALQUIMAT VICEVERSA GROUP SL,Mejorar la empleabilidad de las personas desempleadas,"744,47"
"ALQUIMI VIVERO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"102,50"
ALQUIMIA CANARIAS SL UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"303,34"
"ALQUIMIA MEDIEVAL,SL",Mejorar la empleabilidad de las personas desempleadas,"237,26"
ALQUIMIA PERVANE SL,Mejorar la empleabilidad de las personas desempleadas,"594,49"
ALQUIMIA PROYECTOS DIGITALES S.L.,Mejorar la empleabilidad de las personas desempleadas,"666,70"
ALQUIMIA SOLUCIONES AMBIENTALES SL,Mejorar la empleabilidad de las personas desempleadas,"5.984,47"
ALQUIMIA TRATAMIENTOS AMBIENTALES SL,Mejorar la empleabilidad de las personas desempleadas,"184,16"
"ALQUIMOTOR, SL",Mejorar la empleabilidad de las personas desempleadas,"441,50"
ALQUIMOTRIL SL,Mejorar la empleabilidad de las personas desempleadas,"3.048,07"
ALQUINORTE RENT A CAR S.L.,Mejorar la empleabilidad de las personas desempleadas,"693,24"
ALQUISALINAS SL,Mejorar la empleabilidad de las personas desempleadas,"2.013,22"
"ALQUISERVICIOS JUAN,SL",Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
ALQUISERVICIOS LSL SA,Mejorar la empleabilidad de las personas desempleadas,"597,29"
ALQUIVALLES SA,Mejorar la empleabilidad de las personas desempleadas,"174,70"
"ALQUIVEN DE MAQUINARIA 2000,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.489,80"
"ALQUIVENTA DEL NUEVO MILENIO, SL",Mejorar la empleabilidad de las personas desempleadas,"3.125,55"
"ALQUIVETUSTA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"666,63"
ALRAL SA,Mejorar la empleabilidad de las personas desempleadas,"729,77"
"ALREGI, SL",Mejorar la empleabilidad de las personas desempleadas,"1.746,62"
ALRO DECORACION SA,Mejorar la empleabilidad de las personas desempleadas,"25,97"
ALROCA PROYECTOS Y EJECUCIONES SA,Mejorar la empleabilidad de las personas desempleadas,"1.345,77"
"ALROGAR AREAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"265,60"
ALROICA SL,Mejorar la empleabilidad de las personas desempleadas,"297,48"
"AL-ROIMAD OBRAS Y PROYECTOS, S.L",Mejorar la empleabilidad de las personas desempleadas,"996,67"
ALROJO WHEELS S.L.,Mejorar la empleabilidad de las personas desempleadas,"248,90"
"ALRON EXTRUSION Y APLICACIOENS ESPECIALES,S.L",Mejorar la empleabilidad de las personas desempleadas,"1.300,00"
ALROSER ALDEA EN CABO SL,Mejorar la empleabilidad de las personas desempleadas,"509,99"
ALRUBE SL,Mejorar la empleabilidad de las personas desempleadas,"18,89"
ALS ACTIVIDADES DE LIMPIEZA Y SERVICIOS S.L.,Mejorar la empleabilidad de las personas desempleadas,"986,25"
ALS LABORATORY GROUP S.L.,Mejorar la empleabilidad de las personas desempleadas,"191,06"
ALSA INTERPROVINCIAL SA,Mejorar la empleabilidad de las personas desempleadas,"755,00"
ALSABUR SL,Mejorar la empleabilidad de las personas desempleadas,"697,00"
ALSACIA TRADE SL,Mejorar la empleabilidad de las personas desempleadas,"3.183,19"
ALSAES CONSULTING EMPRESARIAL SL,Mejorar la empleabilidad de las personas desempleadas,"1.378,29"
ALSAESPIZZA SL,Mejorar la empleabilidad de las personas desempleadas,"743,18"
ALSAMA XATIVA SL,Mejorar la empleabilidad de las personas desempleadas,"1.896,47"
ALSAN INSTALACIONES SL,Mejorar la empleabilidad de las personas desempleadas,"40,00"
ALSAN PROTECCION LABORAL S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.918,22"
ALSANA CB,Mejorar la empleabilidad de las personas desempleadas,"2.342,24"
"ALSE SERVICIOS AUXILIARES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"193,28"
"ALSENTIA, SL.",Mejorar la empleabilidad de las personas desempleadas,"1.022,31"
ALSEPREM SL,Mejorar la empleabilidad de las personas desempleadas,"939,64"
ALSER ADMINISTRACION DE FINCAS SL,Mejorar la empleabilidad de las personas desempleadas,"819,25"
"ALSER AUTOMOCIN, S.L.",Mejorar la empleabilidad de las personas desempleadas,"64,38"
"ALSER MEDIMAR,S.L",Mejorar la empleabilidad de las personas desempleadas,"319,88"
ALSER XXI PROMOCIONES INMOBILIARIAS SL,Mejorar la empleabilidad de las personas desempleadas,"1.296,67"
ALSER. SERVICIOS INTEGRALES DE LIMPIEZA S.L.,Mejorar la empleabilidad de las personas desempleadas,"654,64"
ALSHARK & MARINE SLU,Mejorar la empleabilidad de las personas desempleadas,"603,64"
"ALSICENI, SL",Mejorar la empleabilidad de las personas desempleadas,"2.950,00"
"ALSIMAR ALUMINIOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"181,54"
"ALSIME ALMENDRALEJO, SL",Mejorar la empleabilidad de las personas desempleadas,"1.011,15"
ALSIMUR SLL,Mejorar la empleabilidad de las personas desempleadas,"451,08"
ALSINA EXPRES SL,Mejorar la empleabilidad de las personas desempleadas,"295,12"
ALSIRA GARCIA MAROTO SL,Mejorar la empleabilidad de las personas desempleadas,"59,00"
ALSISA GESTION DE PATRIMONIO SL,Mejorar la empleabilidad de las personas desempleadas,"265,60"
"ALSITER, SA",Mejorar la empleabilidad de las personas desempleadas,"2.022,97"
ALSO MEAN POWER PERU SL EN CONST,Mejorar la empleabilidad de las personas desempleadas,"414,91"
"ALSO MODA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.267,50"
ALSOFINC SL,Mejorar la empleabilidad de las personas desempleadas,"323,34"
ALSONTOUR SL,Mejorar la empleabilidad de las personas desempleadas,"1.433,12"
"ALSTOM HYDRO ESPANA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.090,98"
ALSTOM POWER SA,Mejorar la empleabilidad de las personas desempleadas,"1.008,15"
