nombre_beneficiario,nombre_operacion,montante_concedido,t_montante_concedido,montante_pagado_final_operacion,t_montante_pagado_final_operacion,ano_de_la_concesion_ano_del_pago,uri
C.H. DEL DUERO (MARM),"REDACCIÓN DEL PROYECTO DE RECUPERACIÓN DEL DOMINIO PÚBLICO HIDRÁULICO EN EL ARROYO DE LAS FLORES, TM DE SAN ILDEFONSO - LA GRANJA (SEGOVIA)","30.000,00",30000.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Reparación de daños ocasionados por las riadas, en los cauces de las provincias de León, Zamora y Ourense","252.425,00",252425.00,"242.716,35",242716.35,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),ACTUACIONES EN CAUCE EN LA PROVINCIA DE LEÓN PLAN 2008-2009,"1.172.578,88",1172578.88,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"ACTUACIONES EN CAUCE EN LAS PROVINCIAS DE ZAMORA, ORENSE PLAN 2008-2009","915.480,00",915480.00,"419.011,31",419011.31,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),ACTUACIONES EN CAUCE EN LAS PROVINCIAS DE SALAMANCA Y AVILA 2008-2010,"907.849,84",907849.84,"392.132,20",392132.20,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"ACTUACIONES EN CAUCE EN LAS PROVINCIAS DE BURGOS, SORIA Y SEGOVIA PLAN 2008-2011","1.369.273,09",1369273.09,"475.676,74",475676.74,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),ACTUACIONES EN CAUCE EN LAS PROVINCIAS DE PALENCIA Y VALLADOLID 2008-2012,"1.182.398,39",1182398.39,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),LIMPIEZA Y ACONDICIONAMIENTO SANITARIO DE CAUCES RECEPTORES DE VERTIDOS EN LAS PROVINCIAS DE VALLADOLID Y SEGOVIA. PLAN 2008-2009,"575.575,00",575575.00,"209.753,61",209753.61,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"LIMPIEZA Y ACONDICIONAMIENTO SANITARIO DE CAUCES RECEPTORES DE VERTIDOS EN LAS PROVINCIAS DE ÁVILA, LEÓN Y ORENSE. PLAN 2008","599.369,56",599369.56,"221.411,49",221411.49,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Limpieza y acondicionamiento de cauces receptores de vertidos en las provincias de Ávila, León, Ourense, Salamanca y Zamora","798.466,64",798466.64,"792.747,79",792747.79,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),LIMPIEZA Y ACONDICIONAMIENTO SANITARIO DE CAUCES RECEPTORES DE VERTIDOS EN LAS PROVINCIAS DE ZAMORA Y SALAMANCA. PLAN 2008-2009,"568.341,49",568341.49,"207.232,71",207232.71,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Limpìeza y acondicionamiento sanitario de cauces receptores de vertidos en las provincias de Ávila, León, Ourense, Salamanca y Zamora","556.040,37",556040.37,"556.040,37",556040.37,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"LIMPIEZA Y ACONDICIONAMIENTO SANITARIO DE CAUCES RECEPTORES DE VERTIDOS EN LAS PROVINCIAS DE PALENCIA, CANTABRIA, BURGOS Y SORIA. PLAN 2008-2009","559.295,97",559295.97,"203.983,96",203983.96,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),RESTAURACIÓN Y CONSERVACIÓN DEL DPH EN LA DEMARCACIÓN HIDROGRÁFICA DEL DUERO,"3.424.439,10",3424439.10,"770.517,42",770517.42,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Limpieza y acondicionamiento sanitario de cauces receptores de vertidos en las provincias de Palencia, Cantabria, Valladolid, Segovia, Burgos y Soria","570.559,11",570559.11,"381.035,80",381035.80,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Mantenimiento y conservación de cauces en las provincias de León, Zamora y Ourense","742.455,44",742455.44,"740.899,40",740899.40,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Acondicionamiento y mantenimiento de cauces en las provincias de León, Zamora y Ourense","801.174,07",801174.07,"402.159,73",402159.73,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Mantenimiento y conservación de cauces en las provincias de Palencia, Burgos, Soria y Segovia","960.063,01",960063.01,"933.410,28",933410.28,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Mantenimiento y conservación de cauces en las provincias de Valladolid, Salamanca, Ávila y Palencia","1.035.049,31",1035049.31,"785.436,88",785436.88,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Acondicionamiento y mantenimiento de cauces en las provincias de Segovia, Burgos y Soria","726.965,70",726965.70,"706.781,81",706781.81,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Mantenimiento y conservación de cauces en las provincias de Salamanca, Ávila y Valladolid","446.131,24",446131.24,"446.131,23",446131.23,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),"Limpieza y acondicionamiento de cauces receptores de vertidos en las provincias de Palencia, Cantabria, Valladolid, Segovia, Burgos y Soria","787.303,68",787303.68,"787.303,67",787303.67,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
C.H. DEL DUERO (MARM),ASISTENCIA TÉCNICA PARA LA REDACCIÓN DE 20 PROYECTOS A INCLUIR EN EL PROGRAMA FEDER 2007 - 2013,"420.000,00",420000.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.R.P. ADECUACION RESA AMBAS CABECERAS Y PVIMENTACION FRANJA PROXIMA A PISTA,"150.000,00",150000.00,"148.181,38",148181.38,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.C.V. DE LA OBRA NUEVO EDIFICIO SERVICIO EXTINCION DE INCENDIOS,"107.796,00",107796.00,"48.360,00",48360.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),NUEVO EDIFICIO SERVICIO EXTINCION DE INCENDIOS,"1.179.145,74",1179145.74,"110.477,83",110477.83,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),CONVENIO ACOMETIDA ELÉCTRICA CON IBERDROLA S.A.,"239.504,00",239504.00,"239.504,00",239504.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),AMPLIACION DE PISTA,"28.989.838,80",28989838.80,"26.628.269,75",26628269.75,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ADECUACIÓN CANALIZACIONES,"136.794,45",136794.45,"136.794,45",136794.45,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.R.P. NUEVO EDIFICIO SERVICIO EXTINCION DE INCENDIOS,"60.000,00",60000.00,"39.664,27",39664.27,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.R.P. ADECUACIÓN DEL AEROPUERTO AL SISTEMA ELÉCTRICO AEROPORTUARIO,"152.000,00",152000.00,"139.705,27",139705.27,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.R.P. SEGUNDA ACOMETIDA ELÉCTRICA,"31.600,00",31600.00,"31.212,80",31212.80,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),NUEVO VALLADO AEROCLUB,"88.917,90",88917.90,"45.362,95",45362.95,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS(ADIF),"DIVERSAS ACTUACIONES DE PLATAFORMA, VÍA E INSTALACIONES.","126.095.057,01",126095057.01,"88.476.586,50",88476586.50,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS(ADIF),L.A.V. VENTA DE BAÑOS - PALENCIA - LEÓN. PLATAFORMA. FASE I,"174.647.943,27",174647943.27,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
ENTIDAD PUBLICA EMPRESARIAL RED.ES (MITC),Otras medidas destinadas a fomentar la investigación e innovación y el espíritu empresarial en las PYME,"777.922,28",777922.28,"738.293,95",738293.95,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
AGUAS DEL DUERO (MARM),CANAL BAJO DE LOS PAYUELOS. FASE II,"111.000.000,00",111000000.00,"0,00",0.00,2010,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
"AGUAS DE LA CUENCA DEL NORTE, S.A",Modernización de las infraestructuras hidráulicas de los Regadíos del Bierzo (primera fase) - Tramos 1 y 2 y sifón Canal Alto,"4.991.408,99",4991408.99,"50.484,05",50484.05,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),PINF(3)-SXSW AUSTIN 08-EEUU,"209,05",209.05,"209,05",209.05,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CPROM (2)- LIBRO ESPAÑOL EN EE.UU. 2008,"272,34",272.34,"272,34",272.34,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283627%29CL26.pdf
